,ACES,ADMR,ADRO,AKRA,AMMN,AMRT,ANTM,ARTO,ASII,BBCA,BBNI,BBRI,BBTN,BMRI,BRIS,BRPT,BUKA,CPIN,ESSA,EXCL,GOTO,ICBP,INCO,INDF,INKP,INTP,ISAT,ITMG,JSMR,KLBF,MAPI,MBMA,MDKA,MEDC,MTEL,PGAS,PGEO,PTBA,SIDO,SMGR,SMRA,TLKM,TOWR,UNTR,UNVR
INCO,0.05394276263803784,0.19660972124031253,0.10234443975768374,0.24665992372966225,-0.031047278556442733,-0.040556472535753216,0.44538105527863353,0.1453408697104017,0.06597572416230192,-0.025410611142648105,0.0502856146588339,0.024305483017902686,0.0896157031911559,0.07248435938187242,0.07803093628069914,0.08845601331033351,0.07856476561043682,-0.061918895141575545,0.2677699323546572,0.06014526283120624,0.08352168299008512,-0.07577884693273541,1.0,0.022082179030444307,0.13937514452649122,0.08982770746183454,0.006601094006476366,0.17675402685555394,0.0923047599234839,-0.0298984617762417,0.004028709867913539,0.31950254868610356,0.3483254160928502,0.26251949950982395,-0.044944068560774916,0.14806084224248434,0.12386034241775816,0.20984926316513886,2.0131188923736912e-05,0.11050101113720955,0.02766525198915942,-0.027596966123110574,0.010512398648019337,0.17926685131498454,-0.030626972445361077
INDF,0.18139199693659463,-0.02382327254823051,0.09165547190513679,0.10660548716628372,0.0477150726622165,0.2123296929445618,0.09170899438955127,0.12478319610146613,0.24003720075185317,0.1715477686459254,0.24495803332892843,0.20009450697280357,0.243105814846492,0.21645806571089127,0.13376406854372405,0.06691212298704088,0.04934775086980448,0.17474753817604788,0.06182534570820621,0.09206235745683174,0.08808023081461729,0.360548228642727,0.022082179030444304,1.0,0.11569814824736574,0.10245497589839317,0.160700274085549,-0.013289788430120698,0.1715386149183581,0.1932501665352616,0.13183804259113455,0.05972931060689889,0.04971319306097984,0.037971899412089546,0.1300264182376059,0.18442516408503518,0.056774827001393156,0.07566008022556851,0.11126293485912706,0.17018075210515352,0.15315456098844146,0.1700978624506273,0.1932194795321299,0.0796211652031873,0.1307752494255366
INKP,0.05322324104258447,0.04391568685903923,0.0995775532532103,0.1795877591591923,0.05043598316944745,0.11952322849758219,0.2258886876088177,0.10298203532049942,0.13121784083814683,0.008609739674839799,0.11860788653325496,0.15085681748882182,0.13126724739347437,0.12865245092535885,0.11106186981235437,0.1795879877075932,0.08860384427814284,0.21521761772777867,0.1543504654700484,0.23653188521847923,0.030553836450313916,0.0962678988093067,0.13937514452649122,0.11569814824736574,1.0,0.16629717846281925,0.10680070497627765,0.24071427022745873,0.18341256649916468,0.18628001749480547,0.14104992477946576,0.19865354621692438,0.1811576592711716,0.24026301576775333,0.13812297634370227,0.18207782369451708,0.050918923645169215,0.19245083940078708,0.21572988653136638,0.2223352736314726,0.18440431752772832,-0.02474192310736182,0.23443131881081666,0.2469000688508742,0.12774505011425036
INTP,0.06288925198660159,0.09042013369803044,0.030194395005142042,0.05497572724069832,0.06992321388464069,0.044673265343926,0.12696718017056646,0.08494329343079746,0.04675580450721548,0.12201989113768441,0.17597376137078913,0.1021725306407082,0.16571051126762934,0.18305530602082878,0.04896514734932243,0.12436609269697828,0.16511866155322186,0.05535839922820546,0.06752566844771152,0.07687535797868157,0.03456776824530546,0.27307195577567617,0.08982770746183455,0.1024549758983932,0.16629717846281925,1.0,-0.010546150145795914,0.09689927960555747,0.22231940282553428,0.11807540329355128,0.10988716674741023,0.06563981446846152,0.11056734127091057,0.0104115222622505,0.1801379215424065,0.11017228315024714,0.036641753822349465,0.05821664292446426,0.0717909995947051,0.4876882646683919,0.15084074881834966,0.13236005011430482,0.2176847876708169,0.06838491034781348,0.08435808344900975
ISAT,0.007764082757227299,-0.02416013529034908,-0.01609987407087398,0.017547060333807554,-0.006647142396508506,0.06414080215582108,0.036675424326040595,0.08638169032606963,0.0661541227944709,0.13139249792516242,0.13354112383637468,0.0866719627822102,0.04652691785762007,0.12017764221523677,0.06791918125705905,0.042845570760130146,-0.3688660966875175,0.002858859627654694,0.00930755271628517,0.10791953012430544,0.050747521131054206,0.09300956962239129,0.006601094006476387,0.160700274085549,0.10680070497627762,-0.010546150145795914,1.0,-0.010584285426771709,0.038817975942792494,0.03926333168534211,0.04629677531894184,0.052496591196043906,0.053791742459370726,0.06120072606319101,0.046081691069708254,0.0802803698798217,0.05393759726295923,-0.015497396174893823,-0.08063678643805323,0.07729695273802513,0.08475376063721196,0.06902509238529798,0.09283008439978387,0.061142985380331916,-0.07142790235583718
ITMG,0.04541012829338488,0.20916164004586824,0.37258265850450417,0.23843043884929602,-0.05693759498401147,-0.0006354460785149248,0.22067399637063692,0.1266682809156044,0.15712703870422834,0.08103740559449843,0.10269544090830765,0.18605287998131828,0.11667672577197225,0.16183240295348195,0.07545361713298619,0.09086064745909217,0.14034150273920407,0.028423547421135575,0.20451250574733187,0.14179603845153166,0.013251662804351803,-0.03403216410549055,0.1767540268555539,-0.013289788430120702,0.24071427022745873,0.09689927960555747,-0.010584285426771702,1.0,0.120694746754914,0.0211148249543708,0.05425981100932316,0.22081317525090308,0.18959264276733304,0.23606928945243383,0.05586258441651633,0.2722641816244648,0.06044935543358688,0.47192019698829113,0.116844118694189,0.17831073683080836,0.08579250187991974,0.03665452183299102,0.14076752679565754,0.47916809256986415,0.07470122944617201
JSMR,0.14260536838270174,0.14089140485015383,0.0964431960339291,0.20509207271003066,0.02258756030907496,0.14035957185617212,0.13812658455464805,0.1959432643448401,0.13431479307634456,0.08892810241640772,0.17239805513382433,0.19097630231911122,0.16218499787894522,0.16042236720491956,0.2219702818204067,0.11725803989465416,0.1363415064391652,0.2226900147149293,0.06684848496162463,0.16597903559037935,0.10476206257382095,0.13504144122901693,0.09230475992348397,0.1715386149183581,0.18341256649916474,0.22231940282553425,0.03881797594279249,0.12069474675491396,1.0,0.10914692121030257,0.12427127743292278,0.09030371699010757,0.20699821117832728,0.1640485278966444,0.1378802242284616,0.12069379347900613,0.18506512205793318,0.0942735191349474,0.1927431658767395,0.2610806122204779,0.2448909074321373,0.11466860512876886,0.23188649823958898,0.0987707831003834,0.0489864122199595
KLBF,0.22903258105390706,0.012377756537194938,0.0002514446062587401,0.019107809037577524,-0.047144683352020635,0.11333030352780604,-0.0022557876658634603,0.16409263809753252,0.21606942806600832,0.0941377037825483,0.15602530191147293,0.1570488816041449,0.1604548838675539,0.09001033047000799,0.011758228327945505,0.06740272796982534,0.11842873686426418,0.18679584485947873,-0.10032401198838613,0.0868520338344256,0.019417232783154485,0.22390904372635842,-0.02989846177624172,0.1932501665352616,0.18628001749480547,0.11807540329355128,0.03926333168534213,0.021114824954370812,0.10914692121030257,1.0,0.09261052016601767,-0.025893686969558946,-0.06515807694056018,-0.06116673205915327,0.08037959095254356,0.07086149158589246,0.03193130329880982,0.06774465973541334,0.20356835962746397,0.19180990146336183,0.205128955764771,0.13238792598329815,0.15553329292475288,0.04619314613321876,0.19456969706704894
MAPI,0.1935809505878519,0.02570338022856256,-0.041001485157246595,0.09072321370136216,-0.011217995456418543,0.11336889307824459,0.10448106068746145,0.23670237183767298,0.1424581598126426,0.17246719330503182,0.20120098267382547,0.20123839367956037,0.2557272038464817,0.18351086090090032,0.11536875289605408,0.04550389128927719,0.14261144065506526,0.10302616199680505,0.05073422565899957,0.1899900550190036,0.22326282422247182,0.19819576358465155,0.004028709867913535,0.13183804259113455,0.1410499247794657,0.10988716674741021,0.04629677531894183,0.05425981100932316,0.12427127743292275,0.0926105201660177,1.0,0.09208151787170855,0.008016455567325567,0.04195747270030587,0.07887498481989186,0.031146075307989077,0.028314202273070382,0.22653285209245883,0.09104479139342822,0.09565195296153622,0.16835031385347032,0.1669533152358562,0.20287769844504494,0.05600676135338434,0.040619932123354054
MBMA,0.10820774584555692,0.22571265972542212,0.21026467816577335,0.15695742073037522,0.01861615199230957,-0.01737700917716808,0.2535083829409994,0.14593493885697842,0.04936862046328963,0.048249040022123935,0.14456542581244447,0.17675258895633367,0.23946508753030965,0.14256948703007605,0.17991088976928407,0.15483425297269285,0.09038681407728248,0.0728091518302953,0.22618977731366627,0.20101277262490636,0.07882630518219122,0.0331021752188839,0.31950254868610356,0.05972931060689891,0.19865354621692438,0.06563981446846157,0.052496591196043885,0.22081317525090297,0.09030371699010757,-0.025893686969558932,0.09208151787170854,1.0,0.38401014927056715,0.18412415594947165,0.080664761983554,0.09606104703628304,0.23520799513363772,0.2170537595807542,0.14329257923832717,0.08208022486306767,0.10261847316497658,0.07918661502700385,0.1418592847557519,0.19846486760697887,0.09869422263527043
MDKA,0.002634836820694973,0.24262930949287068,0.17673317339222444,0.25391364683894624,-0.043601046995066235,0.09869510916258024,0.3727532521835938,0.1391777335043746,0.11271988513277423,0.06800731951665923,0.15939967916229994,0.1488783329199965,0.150079010606393,0.1640474819033334,0.1713104942519518,0.12417740281032073,0.06822113702217977,0.0237093047447216,0.2154055673251117,0.05160593488459777,0.13566136630104153,-0.05247016493754556,0.3483254160928502,0.04971319306097984,0.18115765927117164,0.11056734127091057,0.0537917424593707,0.18959264276733304,0.20699821117832728,-0.06515807694056017,0.00801645556732558,0.38401014927056726,1.0,0.2725700100731869,0.09135494840508318,0.18328837156642797,0.12496508712023986,0.2854349828471181,0.06413714975177502,0.18800703851328252,0.10948897252850354,0.03649786077666973,0.1519366680090194,0.24099465924475344,0.011717956148190078
MEDC,0.08813314617937551,0.19243495966256638,0.2179476395770913,0.3919816399067376,0.11082636007936218,-0.025553863065395973,0.23995458907203168,0.09878127252957933,0.11060723154017305,0.0757694458334139,0.06581530942521513,0.07991809250133684,0.061708776263319894,0.07451524326292834,0.03987258519894541,0.16138895528461286,0.10554711369957981,-0.022320277639759488,0.24296794369035893,0.1311208172354617,0.07220967668496679,-0.06478473252981597,0.26251949950982395,0.037971899412089546,0.24026301576775333,0.010411522262250504,0.061200726063191026,0.2360692894524338,0.16404852789664437,-0.06116673205915327,0.04195747270030587,0.1841241559494716,0.27257001007318693,1.0,0.004494353599668393,0.20431071101957643,0.1644262539868054,0.26299528941969286,0.04801491839692434,0.0551799720783928,0.07413655739513435,-0.015268425362473336,0.09070492522252759,0.30840110396343806,-0.027675124408218715
MTEL,0.015934922560459575,0.009614639621334346,0.03718464883285392,0.006555424184339073,-0.013836794332867153,0.10139018330874883,0.04888315591755626,0.16937048259435344,0.10106952971142935,0.04794227193309332,0.082821851266721,0.13352944662609814,0.19281802131575027,0.025386401660298378,0.10806384400350981,0.08806268553551487,0.10607336872129292,0.09816130926161147,0.023959893880604863,0.08509848985658604,0.059423754334894024,0.1014859484271645,-0.04494406856077492,0.13002641823760588,0.13812297634370227,0.1801379215424065,0.04608169106970824,0.05586258441651631,0.1378802242284616,0.08037959095254356,0.07887498481989186,0.08066476198355403,0.09135494840508318,0.00449435359966839,1.0,0.10632888417628072,-0.012168689448858284,0.0436790307935278,0.14170446530754363,0.17170047148891449,0.20472383981363046,0.126088989614621,0.20886557617114423,0.06010966534626925,0.09154117264169856
PGAS,0.029554827247484795,0.09047109234043829,0.21340238763075037,0.08945028785897638,-0.05094139476324392,0.0873869071513104,0.18109152259785266,0.11723962216457948,0.2311022011373309,0.03052877836161581,0.090829135934788,0.19869151532977558,0.1862357076073735,0.11551684319782819,0.17416473587134196,0.06964691664993097,0.12820769277145358,0.07333357353928353,0.18032261947126293,0.15265948111982616,0.05709861477423747,0.10089643097589332,0.1480608422424843,0.18442516408503518,0.182077823694517,0.11017228315024712,0.08028036987982168,0.2722641816244648,0.12069379347900609,0.07086149158589247,0.031146075307989067,0.09606104703628301,0.183288371566428,0.20431071101957649,0.10632888417628074,1.0,0.1067534921989878,0.33521900947019867,0.21864066109602692,0.18726938902837215,0.18881906557992648,0.11971654919500002,0.04650714849666503,0.3065654371315508,0.09508267360471151
PGEO,0.07014666108283205,0.15623503234500374,0.11452337418583736,0.1562487101998072,-0.012360810835258156,0.06876084293078828,0.07916784023918677,-0.05367583351222463,0.09309554858834772,0.04467508795482306,0.060827690212871405,0.07434353387105216,0.12671164457852757,0.08418455446176146,0.08466462938456958,0.329839935104234,-0.010574188600948156,0.14569925823413757,0.0549418597052194,0.08896471809890302,0.13020504679391187,0.13021585581360845,0.12386034241775815,0.05677482700139317,0.050918923645169215,0.03664175382234949,0.05393759726295923,0.06044935543358691,0.1850651220579332,0.0319313032988098,0.028314202273070382,0.23520799513363772,0.12496508712023989,0.16442625398680538,-0.012168689448858266,0.10675349219898778,1.0,0.06802424889033853,0.0005224948688012771,0.15674281706111254,0.14287053666751792,0.0354438894364211,0.12406769021246383,0.03309216183191801,0.019663851879395376
PTBA,0.15633680267967084,0.20822717433542542,0.34700006651694654,0.24854969881454858,-0.036725439841502096,0.07477260547123324,0.3860145917834145,0.13239896862451975,0.20725949437784585,0.1594870927411668,0.242014215533901,0.23566548675163487,0.16702175116365667,0.2804895485695629,0.20017263083399497,0.0726180004251399,0.13344146697683706,0.09720064662715347,0.21501033008993328,0.08289490465263756,0.1309198727741271,0.0638834454143781,0.20984926316513886,0.07566008022556849,0.19245083940078705,0.05821664292446427,-0.015497396174893818,0.4719201969882911,0.09427351913494739,0.06774465973541333,0.2265328520924588,0.21705375958075424,0.2854349828471181,0.2629952894196928,0.04367903079352782,0.3352190094701987,0.06802424889033852,1.0,0.2318582685463623,0.14121550640657884,0.1564970825385691,0.06223601762254705,0.06473489984488716,0.48864657307038023,0.02031645207848495
SIDO,0.19203387484197046,0.13480598159921825,0.07837519823539908,0.06197511997749229,0.009635123590489347,0.1365169247546471,0.04164311758258671,0.041077604414776744,0.057908126214408245,0.05727489416013792,0.10878974765819972,0.1515491132782027,0.17655460938131637,0.11270656699230236,0.17062244860916193,0.05384646437651893,0.1281079530026787,0.18286778346605057,0.10197315985574347,0.1000076508258332,0.01140313758717205,0.1463956859906398,2.013118892374204e-05,0.11126293485912704,0.21572988653136638,0.0717909995947051,-0.08063678643805326,0.116844118694189,0.19274316587673956,0.20356835962746395,0.09104479139342825,0.14329257923832717,0.06413714975177501,0.04801491839692432,0.1417044653075436,0.21864066109602698,0.0005224948688012776,0.2318582685463623,1.0,0.09573823751657694,0.12151848093774259,0.12825369374095638,0.1251620815887994,0.14334848585442422,0.20990817870967407
SMGR,0.13666203120040468,0.052217148293410814,0.06715064496821006,0.1202581923030748,0.004155060818593836,0.11108112526932581,0.09326025999203305,0.12508635567451365,0.24840874466165905,0.13404124830312897,0.22087867849881226,0.20144308770072153,0.31079410671851504,0.23114909599030428,0.1129437318970062,0.13039260252761833,0.15831764395047407,0.11443437356308742,0.0917899188282106,0.09103063637721785,0.08977690014168152,0.12688649228405285,0.11050101113720953,0.17018075210515352,0.2223352736314726,0.48768826466839166,0.07729695273802513,0.1783107368308084,0.2610806122204779,0.19180990146336183,0.09565195296153622,0.08208022486306768,0.18800703851328252,0.055179972078392814,0.17170047148891443,0.18726938902837215,0.15674281706111257,0.14121550640657887,0.09573823751657695,1.0,0.22630582455627063,0.2464252385349891,0.25983918176355,0.15430740256919317,0.11631055368033552
SMRA,0.11402350706000444,0.15063930342863646,0.06838391557388487,0.04309650473420432,-0.007337448579741854,0.11866885936203743,0.20023324747487228,0.251917903555598,0.18350340283081634,0.20700388049778184,0.28738065173253824,0.32383248845483736,0.37770090963184183,0.2745202438743412,0.23471459584207097,0.11986461300007975,0.1736863769862756,0.16146516877094144,0.03926531030193178,0.1386000994674015,0.19766198148050573,0.16240232020388415,0.027665251989159426,0.15315456098844143,0.18440431752772832,0.15084074881834966,0.08475376063721196,0.08579250187991974,0.2448909074321373,0.20512895576477097,0.16835031385347032,0.10261847316497653,0.10948897252850351,0.07413655739513438,0.2047238398136305,0.18881906557992648,0.14287053666751792,0.15649708253856912,0.12151848093774258,0.2263058245562706,1.0,0.10643862961091287,0.27359026833469335,0.09988533992324013,0.13142604711686384
TLKM,0.055797441030137895,0.04452746760466763,-0.034187850902383694,-0.010328082930962082,-0.06815456158982826,0.1523604213728389,0.10670807140196749,0.13636604154195137,0.2586022047152679,0.2046287078551806,0.2155827390240159,0.22934558221696655,0.207915574112485,0.21895685410144114,0.12766924915847985,0.06239191275545961,0.1608761209704899,0.1020300281220825,0.028781907986979376,0.1286646817353448,0.07649340725720986,0.1504925688586478,-0.027596966123110567,0.1700978624506273,-0.02474192310736179,0.13236005011430482,0.06902509238529796,0.03665452183299103,0.11466860512876892,0.13238792598329815,0.16695331523585621,0.07918661502700385,0.03649786077666973,-0.015268425362473362,0.12608898961462103,0.11971654919500002,0.035443889436421114,0.06223601762254711,0.12825369374095638,0.24642523853498915,0.10643862961091287,1.0,0.21782620445632522,0.03455066792264834,0.06198642042432114
TOWR,0.09521994945112294,0.1246154820582587,0.04154432140243529,0.09385294603479877,0.015516597357230105,0.15307910975574937,0.08649091974776846,0.15409688647647732,0.12453015388731771,0.2588798405451659,0.27247854843698416,0.3005056601432585,0.33847408994685013,0.23749801715325292,0.14673995986445285,0.08928799221805628,0.14057543930237557,0.1964201063187123,0.0672523474540425,0.20213559473603387,0.11527717527725603,0.16351517309548017,0.010512398648019334,0.1932194795321299,0.23443131881081666,0.2176847876708169,0.09283008439978385,0.1407675267956576,0.23188649823958898,0.15553329292475285,0.20287769844504494,0.1418592847557519,0.15193666800901945,0.09070492522252757,0.20886557617114423,0.04650714849666501,0.12406769021246383,0.06473489984488716,0.12516208158879938,0.25983918176355,0.27359026833469335,0.21782620445632522,1.0,0.01630820825624252,0.01612121917019727
UNTR,0.019258900549447292,0.22255596576082617,0.3530399619181383,0.1700715507695163,-0.05696718554004167,0.052251261423031936,0.2451237828231144,0.10070562091051809,0.2245927333918976,0.060925566241565816,0.06339385023200604,0.1316236165135045,0.1034872683374325,0.11711457030008167,0.022888190596845676,0.0679284802985776,0.10632299909267937,0.09462676360570788,0.17872070008154659,0.11452926616889278,0.08008586530784764,-0.01469645843124797,0.17926685131498454,0.07962116520318725,0.2469000688508742,0.06838491034781351,0.061142985380331936,0.4791680925698641,0.09877078310038344,0.04619314613321875,0.05600676135338434,0.19846486760697887,0.2409946592447535,0.30840110396343806,0.06010966534626927,0.3065654371315508,0.03309216183191803,0.48864657307038034,0.14334848585442422,0.15430740256919317,0.09988533992324013,0.03455066792264834,0.01630820825624252,1.0,0.021538897198116053
UNVR,0.06032859650096699,0.04552896087811233,0.06760301282847896,-0.05839467469002002,0.09920412388894546,0.11076644838368419,-0.04253133977530522,0.09914343129154662,0.10027694366558211,0.06151211790967523,0.09510118735241914,0.10035790073433327,0.03616271446934619,0.015395794534317964,0.053288576650696584,0.09979745940507209,0.15683839517421203,0.08196136509948138,0.06907586929567967,0.0399946843533023,0.07576902029760581,0.11466644185778166,-0.0306269724453611,0.1307752494255366,0.12774505011425036,0.08435808344900977,-0.0714279023558372,0.074701229446172,0.0489864122199595,0.19456969706704896,0.040619932123354054,0.09869422263527043,0.011717956148190075,-0.027675124408218715,0.09154117264169856,0.09508267360471151,0.019663851879395403,0.02031645207848496,0.20990817870967407,0.11631055368033551,0.13142604711686387,0.061986420424321155,0.01612121917019727,0.02153889719811606,1.0
